company_id,surface,lemma,pos
ntt-data-at,ユース,ユース,NOUN
ntt-data-at,データ,データ,NOUN
ntt-data-at,主権,主権,NOUN
ntt-data-at,機密,機密,NOUN
ntt-data-at,重要性,重要性,NOUN
ntt-data-at,高まり,高まる,VERB
ntt-data-at,ソブリン,ソブリン,NOUN
ntt-data-at,クラウド,クラウド,NOUN
ntt-data-at,Private,private,NOUN
ntt-data-at,AI,AI,NOUN
ntt-data-at,需要,需要,NOUN
ntt-data-at,喚起,喚起,VERB
ntt-data-at,"

","

",PROPN
ntt-data-at,NTT,NTT,PROPN
ntt-data-at,データ,データ,NOUN
ntt-data-at,先端技術,先端技術,NOUN
ntt-data-at,未来,未来,NOUN
ntt-data-at,挑戦,挑戦,NOUN
ntt-data-at,向け,向ける,VERB
ntt-data-at,踏み出し,踏み出す,VERB
ntt-data-at,東京,東京,PROPN
ntt-data-at,丸の内,丸の内,PROPN
ntt-data-at,位置,位置,VERB
ntt-data-at,JP,JP,NOUN
ntt-data-at,タワー,タワー,NOUN
ntt-data-at,本社,本社,VERB
ntt-data-at,移転,移転,VERB
ntt-data-at,ほか,ほか,NOUN
ntt-data-at,技術,技術,NOUN
ntt-data-at,対し,対する,VERB
ntt-data-at,技術,技術,NOUN
ntt-data-at,行う,行う,VERB
ntt-data-at,中期経営計画,中期経営計画,NOUN
ntt-data-at,策定,策定,VERB
ntt-data-at,NTTデータグループ,NTTデータグループ,PROPN
ntt-data-at,NTT,NTT,PROPN
ntt-data-at,完全,完全,ADJ
ntt-data-at,子会社,子会社,NOUN
ntt-data-at,NTT,NTT,PROPN
ntt-data-at,全体,全体,NOUN
ntt-data-at,人材,人材,NOUN
ntt-data-at,知見,知見,NOUN
ntt-data-at,アセット,アセット,NOUN
ntt-data-at,活用,活用,NOUN
ntt-data-at,通じ,通ずる,VERB
ntt-data-at,最大化,最大化,VERB
ntt-data-at,"

","

",PROPN
ntt-data-at,技術,技術,NOUN
ntt-data-at,未来,未来,NOUN
ntt-data-at,挑戦,挑戦,NOUN
ntt-data-at,積極的,積極的,ADJ
ntt-data-at,行い,行う,VERB
ntt-data-at,革新,革新,NOUN
ntt-data-at,所存,所存,NOUN
ntt-data-at,"

","

",NOUN
ntt-data-at,新しい,新しい,ADJ
ntt-data-at,みな,みな,NOUN
ntt-data-at,未来,未来,NOUN
ntt-data-at,向かっ,向かう,VERB
ntt-data-at,踏み出す,踏み出す,VERB
ntt-data-at,素晴らしい,素晴らしい,PROPN
ntt-data-at,祈り,祈る,VERB
mitsubishi-corp,明け,明ける,VERB
mitsubishi-corp,おめでとう,おめでとう,ADJ
mitsubishi-corp,"

","

",PROPN
mitsubishi-corp,家族,家族,NOUN
mitsubishi-corp,友人,友人,NOUN
mitsubishi-corp,リラックス,リラックス,VERB
mitsubishi-corp,時間,時間,NOUN
mitsubishi-corp,過ごし,過ごす,VERB
mitsubishi-corp,英気,英気,NOUN
mitsubishi-corp,養わ,養う,VERB
mitsubishi-corp,穏やか,穏やか,ADJ
mitsubishi-corp,時間,時間,NOUN
mitsubishi-corp,旧年,旧年,NOUN
mitsubishi-corp,振り返り,振り返る,VERB
mitsubishi-corp,決意,決意,NOUN
mitsubishi-corp,本格,本格,NOUN
mitsubishi-corp,始動,始動,NOUN
mitsubishi-corp,際し,際する,VERB
mitsubishi-corp,年末年始,年末年始,NOUN
mitsubishi-corp,交え,交える,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,世界,世界,NOUN
mitsubishi-corp,新しい,新しい,ADJ
mitsubishi-corp,秩序,秩序,NOUN
mitsubishi-corp,模索,模索,VERB
mitsubishi-corp,時代,時代,NOUN
mitsubishi-corp,生き,生きる,VERB
mitsubishi-corp,強く,強い,ADJ
mitsubishi-corp,感じ,感ずる,VERB
mitsubishi-corp,なか,なか,NOUN
mitsubishi-corp,トランプ大統領,トランプ大統領,ADJ
mitsubishi-corp,スタート,スタート,VERB
mitsubishi-corp,アメリカ,アメリカ,PROPN
mitsubishi-corp,起きる,起きる,VERB
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,きっかけ,きっかけ,NOUN
mitsubishi-corp,世界,世界,NOUN
mitsubishi-corp,動き,動き,NOUN
mitsubishi-corp,一段,一段,NOUN
mitsubishi-corp,スピード,スピード,NOUN
mitsubishi-corp,増し,増す,VERB
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,振れ幅,振れ幅,NOUN
mitsubishi-corp,大きく,大きい,ADJ
mitsubishi-corp,経営,経営,NOUN
mitsubishi-corp,戦略,戦略,NOUN
mitsubishi-corp,公表,公表,NOUN
mitsubishi-corp,直前,直前,NOUN
mitsubishi-corp,発表,発表,VERB
mitsubishi-corp,相互,相互,NOUN
mitsubishi-corp,関税,関税,NOUN
mitsubishi-corp,各国,各国,NOUN
mitsubishi-corp,衝撃,衝撃,NOUN
mitsubishi-corp,与え,与える,VERB
mitsubishi-corp,保護主義的,保護主義的,PROPN
mitsubishi-corp,通商,通商,NOUN
mitsubishi-corp,政策,政策,NOUN
mitsubishi-corp,進展,進展,NOUN
mitsubishi-corp,国際,国際,NOUN
mitsubishi-corp,協調,協調,NOUN
mitsubishi-corp,弱体化,弱体化,NOUN
mitsubishi-corp,サプライチェーン,サプライチェーン,NOUN
mitsubishi-corp,分断,分断,NOUN
mitsubishi-corp,招き,招く,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,早々,早々,NOUN
mitsubishi-corp,アメリカ,アメリカ,PROPN
mitsubishi-corp,よる,よる,VERB
mitsubishi-corp,ベネズエラ,ベネズエラ,PROPN
mitsubishi-corp,対する,対する,VERB
mitsubishi-corp,軍事,軍事,NOUN
mitsubishi-corp,行動,行動,NOUN
mitsubishi-corp,実施,実施,VERB
mitsubishi-corp,地政学,地政学,NOUN
mitsubishi-corp,進行形,進行形,NOUN
mitsubishi-corp,起き,起きる,VERB
mitsubishi-corp,地域,地域,NOUN
mitsubishi-corp,紛争,紛争,NOUN
mitsubishi-corp,影響,影響,NOUN
mitsubishi-corp,及ぼす,及ぼす,VERB
mitsubishi-corp,石油,石油,NOUN
mitsubishi-corp,始め,始め,NOUN
mitsubishi-corp,エネルギー,エネルギー,NOUN
mitsubishi-corp,サプライチェーン,サプライチェーン,NOUN
mitsubishi-corp,波及,波及,NOUN
mitsubishi-corp,効果,効果,NOUN
mitsubishi-corp,世界,世界,NOUN
mitsubishi-corp,全体,全体,NOUN
mitsubishi-corp,動き,動き,NOUN
mitsubishi-corp,観点,観点,NOUN
mitsubishi-corp,考察,考察,VERB
mitsubishi-corp,見極め,見極める,VERB
mitsubishi-corp,必要,必要,NOUN
mitsubishi-corp,感じ,感ずる,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,中国,中国,PROPN
mitsubishi-corp,訪問,訪問,VERB
mitsubishi-corp,中国,中国,PROPN
mitsubishi-corp,製造業,製造業,NOUN
mitsubishi-corp,技術力,技術力,NOUN
mitsubishi-corp,中国,中国,PROPN
mitsubishi-corp,製品,製品,NOUN
mitsubishi-corp,品質,品質,NOUN
mitsubishi-corp,高さ,高さ,NOUN
mitsubishi-corp,驚かさ,驚かす,VERB
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,領域,領域,NOUN
mitsubishi-corp,国家,国家,NOUN
mitsubishi-corp,戦略,戦略,NOUN
mitsubishi-corp,デジタル,デジタル,NOUN
mitsubishi-corp,チャイナ,チャイナ,PROPN
mitsubishi-corp,掲げ,掲げる,VERB
mitsubishi-corp,多数,多数,NOUN
mitsubishi-corp,デジタル,デジタル,NOUN
mitsubishi-corp,人材,人材,NOUN
mitsubishi-corp,育成,育成,VERB
mitsubishi-corp,輩出,輩出,VERB
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,実装,実装,NOUN
mitsubishi-corp,強烈,強烈,ADJ
mitsubishi-corp,目の当たり,目の当たり,NOUN
mitsubishi-corp,加え,加える,VERB
mitsubishi-corp,自国,自国,NOUN
mitsubishi-corp,競争力,競争力,NOUN
mitsubishi-corp,サプライチェーン,サプライチェーン,NOUN
mitsubishi-corp,活かし,活かす,VERB
mitsubishi-corp,エネ,エネ,NOUN
mitsubishi-corp,積極的,積極的,ADJ
mitsubishi-corp,脱炭素,脱炭素,NOUN
mitsubishi-corp,領域,領域,NOUN
mitsubishi-corp,電気,電気,NOUN
mitsubishi-corp,国家,国家,NOUN
mitsubishi-corp,プレゼンス,プレゼンス,NOUN
mitsubishi-corp,高め,高める,VERB
mitsubishi-corp,確信,確信,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,レアアース,レアアース,NOUN
mitsubishi-corp,重要,重要,ADJ
mitsubishi-corp,鉱物,鉱物,NOUN
mitsubishi-corp,資源,資源,NOUN
mitsubishi-corp,めぐる,めぐる,VERB
mitsubishi-corp,駆け引き,駆け引き,NOUN
mitsubishi-corp,まっ,まつ,VERB
mitsubishi-corp,米国,米国,PROPN
mitsubishi-corp,中国,中国,PROPN
mitsubishi-corp,強く,強い,ADJ
mitsubishi-corp,意識,意識,VERB
mitsubishi-corp,大国,大国,NOUN
mitsubishi-corp,関係,関係,NOUN
mitsubishi-corp,フェーズ,フェーズ,NOUN
mitsubishi-corp,入っ,入る,VERB
mitsubishi-corp,中国,中国,PROPN
mitsubishi-corp,存在感,存在感,NOUN
mitsubishi-corp,増し,増す,VERB
mitsubishi-corp,国際,国際,NOUN
mitsubishi-corp,秩序,秩序,NOUN
mitsubishi-corp,向かう,向かう,VERB
mitsubishi-corp,展開,展開,NOUN
mitsubishi-corp,想定,想定,VERB
mitsubishi-corp,影響,影響,NOUN
mitsubishi-corp,注視,注視,VERB
mitsubishi-corp,必要,必要,NOUN
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,世界,世界,NOUN
mitsubishi-corp,大きな,大きな,ADJ
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,もたらし,もたらす,VERB
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,単なる,単なる,ADJ
mitsubishi-corp,効率化,効率化,NOUN
mitsubishi-corp,ツール,ツール,NOUN
mitsubishi-corp,基幹,基幹,NOUN
mitsubishi-corp,機能,機能,NOUN
mitsubishi-corp,認識,認識,VERB
mitsubishi-corp,ステージ,ステージ,NOUN
mitsubishi-corp,到達,到達,VERB
mitsubishi-corp,特性,特性,NOUN
mitsubishi-corp,即し,即する,VERB
mitsubishi-corp,ユースケース,ユースケース,NOUN
mitsubishi-corp,実装,実装,VERB
mitsubishi-corp,成否,成否,NOUN
mitsubishi-corp,左右,左右,VERB
mitsubishi-corp,世界,世界,NOUN
mitsubishi-corp,ビジネス,ビジネス,NOUN
mitsubishi-corp,至る,至る,VERB
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,よる,よる,VERB
mitsubishi-corp,定義,定義,NOUN
mitsubishi-corp,起き,起きる,VERB
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,defines,defines,NOUN
mitsubishi-corp,everything,Everything,NOUN
mitsubishi-corp,世界,世界,NOUN
mitsubishi-corp,見据え,見据える,VERB
mitsubishi-corp,経営,経営,NOUN
mitsubishi-corp,判断,判断,NOUN
mitsubishi-corp,スピード,スピード,NOUN
mitsubishi-corp,高め,高める,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,状況下,状況下,NOUN
mitsubishi-corp,分野,分野,NOUN
mitsubishi-corp,価値観,価値観,NOUN
mitsubishi-corp,定義,定義,NOUN
mitsubishi-corp,ルール,ルール,NOUN
mitsubishi-corp,Setting,setting,NOUN
mitsubishi-corp,進む,進む,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,経営,経営,NOUN
mitsubishi-corp,戦略,戦略,NOUN
mitsubishi-corp,成長性,成長性,NOUN
mitsubishi-corp,効率性,効率性,NOUN
mitsubishi-corp,同時,同時,NOUN
mitsubishi-corp,キーワード,キーワード,NOUN
mitsubishi-corp,高い,高い,ADJ
mitsubishi-corp,定量目標,定量目標,NOUN
mitsubishi-corp,明確,明確,ADJ
mitsubishi-corp,掲げ,掲げる,VERB
mitsubishi-corp,既存,既存,NOUN
mitsubishi-corp,地道,地道,ADJ
mitsubishi-corp,確実,確実,ADJ
mitsubishi-corp,収益力,収益力,NOUN
mitsubishi-corp,高める,高める,VERB
mitsubishi-corp,勿論,勿論,NOUN
mitsubishi-corp,加え,加える,VERB
mitsubishi-corp,時機,時機,NOUN
mitsubishi-corp,とらえ,とらえる,VERB
mitsubishi-corp,Ｍ&Ａ,M&A,NOUN
mitsubishi-corp,戦略的,戦略的,ADJ
mitsubishi-corp,組み合わせ,組み合わせる,VERB
mitsubishi-corp,磨く,磨く,VERB
mitsubishi-corp,創る,創る,NOUN
mitsubishi-corp,施策,施策,NOUN
mitsubishi-corp,通じ,通ずる,VERB
mitsubishi-corp,持続的,持続的,ADJ
mitsubishi-corp,稼ぐ,稼ぐ,VERB
mitsubishi-corp,引き上げる,引き上げる,VERB
mitsubishi-corp,スタート,スタート,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,開始,開始,NOUN
mitsubishi-corp,カ月,カ月,NOUN
mitsubishi-corp,領域,領域,NOUN
mitsubishi-corp,具体的,具体的,ADJ
mitsubishi-corp,成果,成果,NOUN
mitsubishi-corp,着実,着実,ADJ
mitsubishi-corp,見え,見える,VERB
mitsubishi-corp,始め,始める,VERB
mitsubishi-corp,私自身,私自身,NOUN
mitsubishi-corp,現場,現場,NOUN
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,通じ,通ずる,VERB
mitsubishi-corp,確か,確か,ADJ
mitsubishi-corp,手ごたえ,手ごたえ,NOUN
mitsubishi-corp,感じ,感ずる,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,就い,就く,VERB
mitsubishi-corp,冒頭,冒頭,NOUN
mitsubishi-corp,通り,通り,NOUN
mitsubishi-corp,確実性,確実性,NOUN
mitsubishi-corp,高い,高い,ADJ
mitsubishi-corp,環境,環境,NOUN
mitsubishi-corp,続く,続く,VERB
mitsubishi-corp,見込ま,見込む,VERB
mitsubishi-corp,時間軸,時間軸,VERB
mitsubishi-corp,外部,外部,NOUN
mitsubishi-corp,環境,環境,NOUN
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,強く,強い,ADJ
mitsubishi-corp,意識,意識,VERB
mitsubishi-corp,緊張感,緊張感,NOUN
mitsubishi-corp,緩める,緩める,VERB
mitsubishi-corp,施策,施策,NOUN
mitsubishi-corp,実行,実行,VERB
mitsubishi-corp,結果,結果,NOUN
mitsubishi-corp,稼ぐ,稼ぐ,VERB
mitsubishi-corp,示し,示す,VERB
mitsubishi-corp,求め,求める,VERB
mitsubishi-corp,"

","

",PROPN
mitsubishi-corp,あたり,あたる,VERB
mitsubishi-corp,成否,成否,NOUN
mitsubishi-corp,左右,左右,VERB
mitsubishi-corp,重要,重要,ADJ
mitsubishi-corp,緊張感,緊張感,NOUN
mitsubishi-corp,共有,共有,VERB
mitsubishi-corp,心掛け,心掛ける,VERB
mitsubishi-corp,伝え,伝える,VERB
mitsubishi-corp,"

","

",PROPN
mitsubishi-corp,自身,自身,NOUN
mitsubishi-corp,立ち位置,立ち位置,NOUN
mitsubishi-corp,見つめ,見つめる,VERB
mitsubishi-corp,直す,直す,VERB
mitsubishi-corp,課題,課題,NOUN
mitsubishi-corp,向き,向き,NOUN
mitsubishi-corp,向き合う,向き合う,VERB
mitsubishi-corp,姿勢,姿勢,NOUN
mitsubishi-corp,重要,重要,ADJ
mitsubishi-corp,不安,不安,NOUN
mitsubishi-corp,理由,理由,NOUN
mitsubishi-corp,引く,引く,VERB
mitsubishi-corp,自分,自分,NOUN
mitsubishi-corp,関与,関与,NOUN
mitsubishi-corp,深め,深める,VERB
mitsubishi-corp,最初,最初,NOUN
mitsubishi-corp,踏み出す,踏み出す,VERB
mitsubishi-corp,日々,日々,NOUN
mitsubishi-corp,選択,選択,NOUN
mitsubishi-corp,積み重ね,積み重ね,NOUN
mitsubishi-corp,個人,個人,NOUN
mitsubishi-corp,組織,組織,NOUN
mitsubishi-corp,将来,将来,NOUN
mitsubishi-corp,大きく,大きい,ADJ
mitsubishi-corp,左右,左右,VERB
mitsubishi-corp,任せ,任せる,NOUN
mitsubishi-corp,姿勢,姿勢,NOUN
mitsubishi-corp,課題,課題,NOUN
mitsubishi-corp,自分事,自分事,NOUN
mitsubishi-corp,引き受ける,引き受ける,VERB
mitsubishi-corp,動き,動く,VERB
mitsubishi-corp,周囲,周囲,NOUN
mitsubishi-corp,巻き込み,巻き込む,VERB
mitsubishi-corp,目標,目標,NOUN
mitsubishi-corp,立ち向かっ,立ち向かう,VERB
mitsubishi-corp,行動,行動,NOUN
mitsubishi-corp,状況,状況,NOUN
mitsubishi-corp,動かす,動かす,VERB
mitsubishi-corp,原動力,原動力,NOUN
mitsubishi-corp,確信,確信,VERB
mitsubishi-corp,"

","

",PROPN
mitsubishi-corp,惜しま,惜しむ,VERB
mitsubishi-corp,勉強,勉強,VERB
mitsubishi-corp,続け,続ける,VERB
mitsubishi-corp,柔軟,柔軟,ADJ
mitsubishi-corp,発想,発想,NOUN
mitsubishi-corp,構想,構想,VERB
mitsubishi-corp,姿勢,姿勢,NOUN
mitsubishi-corp,持ち,持つ,VERB
mitsubishi-corp,続け,続ける,VERB
mitsubishi-corp,インターネット,インターネット,NOUN
mitsubishi-corp,普及,普及,NOUN
mitsubishi-corp,近年,近年,NOUN
mitsubishi-corp,生成AI,生成AI,PROPN
mitsubishi-corp,進化,進化,NOUN
mitsubishi-corp,より,よる,VERB
mitsubishi-corp,深く,深い,ADJ
mitsubishi-corp,一定,一定,NOUN
mitsubishi-corp,答え,答え,NOUN
mitsubishi-corp,示さ,示す,VERB
mitsubishi-corp,時代,時代,NOUN
mitsubishi-corp,受け身,受け身,NOUN
mitsubishi-corp,情報,情報,NOUN
mitsubishi-corp,なぞる,なぞる,VERB
mitsubishi-corp,競合他社,競合他社,NOUN
mitsubishi-corp,差別化,差別化,NOUN
mitsubishi-corp,スピード,スピード,NOUN
mitsubishi-corp,後れ,後れ,NOUN
mitsubishi-corp,取り,取る,VERB
mitsubishi-corp,持続的,持続的,ADJ
mitsubishi-corp,望め,望める,VERB
mitsubishi-corp,原点,原点,NOUN
mitsubishi-corp,立ち戻り,立ち戻る,VERB
mitsubishi-corp,現場,現場,NOUN
mitsubishi-corp,しげく,しげく,VERB
mitsubishi-corp,通っ,通う,VERB
mitsubishi-corp,自分,自分,NOUN
mitsubishi-corp,聞き,聞く,VERB
mitsubishi-corp,情報,情報,NOUN
mitsubishi-corp,触れる,触れる,VERB
mitsubishi-corp,業界,業界,NOUN
mitsubishi-corp,顧客,顧客,NOUN
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,早く,早い,ADJ
mitsubishi-corp,感じ取っ,感じ取る,ADJ
mitsubishi-corp,好奇心,好奇心,NOUN
mitsubishi-corp,持ち,持つ,VERB
mitsubishi-corp,続け,続ける,VERB
mitsubishi-corp,学び,学び,NOUN
mitsubishi-corp,重ねる,重ねる,VERB
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,捉える,捉える,VERB
mitsubishi-corp,機会,機会,NOUN
mitsubishi-corp,生み出す,生み出す,VERB
mitsubishi-corp,発想,発想,NOUN
mitsubishi-corp,磨か,磨く,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,取り組み,取り組み,NOUN
mitsubishi-corp,地道,地道,ADJ
mitsubishi-corp,続ける,続ける,VERB
mitsubishi-corp,ポートフォリオ,ポートフォリオ,NOUN
mitsubishi-corp,続け,続ける,VERB
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,スピード,スピード,NOUN
mitsubishi-corp,一段,一段,NOUN
mitsubishi-corp,速まっ,速まる,VERB
mitsubishi-corp,DNA,DNA,NOUN
mitsubishi-corp,最大限,最大限,NOUN
mitsubishi-corp,発揮,発揮,VERB
mitsubishi-corp,全員,全員,NOUN
mitsubishi-corp,粘り強く,粘り強い,ADJ
mitsubishi-corp,前進,前進,VERB
mitsubishi-corp,私自身,私自身,NOUN
mitsubishi-corp,意識,意識,VERB
mitsubishi-corp,先頭,先頭,NOUN
mitsubishi-corp,立っ,立つ,VERB
mitsubishi-corp,歩ん,歩む,VERB
mitsubishi-corp,行き,行く,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,最後,最後,NOUN
mitsubishi-corp,昨年末,昨年末,NOUN
mitsubishi-corp,公表,公表,VERB
mitsubishi-corp,通り,通り,NOUN
mitsubishi-corp,年度,年度,NOUN
mitsubishi-corp,組織改編,組織改編,NOUN
mitsubishi-corp,実行,実行,VERB
mitsubishi-corp,高い,高い,ADJ
mitsubishi-corp,プレゼンス,プレゼンス,NOUN
mitsubishi-corp,示し,示す,VERB
mitsubishi-corp,エネルギー,エネルギー,NOUN
mitsubishi-corp,電力,電力,NOUN
mitsubishi-corp,分野,分野,NOUN
mitsubishi-corp,全社,全社,NOUN
mitsubishi-corp,挙げ,挙げる,VERB
mitsubishi-corp,AI,AI,NOUN
mitsubishi-corp,IT,IT,NOUN
mitsubishi-corp,戦略,戦略,NOUN
mitsubishi-corp,分野,分野,NOUN
mitsubishi-corp,組織,組織,NOUN
mitsubishi-corp,柔軟,柔軟,ADJ
mitsubishi-corp,見直す,見直す,VERB
mitsubishi-corp,変わりゆく,変わりゆく,VERB
mitsubishi-corp,環境,環境,NOUN
mitsubishi-corp,チャンス,チャンス,NOUN
mitsubishi-corp,捉え,捉える,VERB
mitsubishi-corp,経営,経営,NOUN
mitsubishi-corp,戦略,戦略,NOUN
mitsubishi-corp,確実,確実,ADJ
mitsubishi-corp,向け,向ける,VERB
mitsubishi-corp,力強く,力強い,ADJ
mitsubishi-corp,進ん,進む,VERB
mitsubishi-corp,想い,想い,NOUN
mitsubishi-corp,込め,込める,VERB
mitsubishi-corp,決断,決断,VERB
mitsubishi-corp,願い,願う,VERB
mitsubishi-corp,一人ひとり,一人ひとり,NOUN
mitsubishi-corp,意識,意識,NOUN
mitsubishi-corp,行動,行動,NOUN
mitsubishi-corp,受け止める,受け止める,VERB
mitsubishi-corp,組織,組織,NOUN
mitsubishi-corp,機能,機能,VERB
mitsubishi-corp,三菱商事,三菱商事,PROPN
mitsubishi-corp,最大,最大,NOUN
mitsubishi-corp,武器,武器,NOUN
mitsubishi-corp,総合力,総合力,NOUN
mitsubishi-corp,強靭,強靭,ADJ
mitsubishi-corp,信じ,信ずる,VERB
mitsubishi-corp,"

","

",NOUN
mitsubishi-corp,干支,干支,NOUN
mitsubishi-corp,丙午,丙午,NOUN
mitsubishi-corp,うま,うま,NOUN
mitsubishi-corp,エネルギー,エネルギー,NOUN
mitsubishi-corp,行動力,行動力,NOUN
mitsubishi-corp,象徴,象徴,NOUN
mitsubishi-corp,追求,追求,VERB
mitsubishi-corp,ふさわしい,ふさわしい,ADJ
mitsubishi-corp,立ち位置,立ち位置,NOUN
mitsubishi-corp,環境,環境,NOUN
mitsubishi-corp,変化,変化,NOUN
mitsubishi-corp,正しく,正しい,ADJ
mitsubishi-corp,認識,認識,VERB
mitsubishi-corp,課題,課題,NOUN
mitsubishi-corp,自分事,自分事,NOUN
mitsubishi-corp,とらえ,とらえる,VERB
mitsubishi-corp,役職,役職,NOUN
mitsubishi-corp,一丸,一丸,NOUN
mitsubishi-corp,経営,経営,NOUN
mitsubishi-corp,戦略,戦略,NOUN
mitsubishi-corp,目標達成,目標達成,NOUN
mitsubishi-corp,向け,向ける,VERB
mitsubishi-corp,向き,向き,NOUN
mitsubishi-corp,努力,努力,VERB
mitsubishi-corp,強く,強い,ADJ
mitsubishi-corp,決意,決意,VERB
mitsubishi-corp,次第,次第,NOUN
mitsubishi-corp,幕開け,幕開け,NOUN
mitsubishi-corp,あたり,あたる,VERB
mitsubishi-corp,今日,今日,NOUN
mitsubishi-corp,とも,とも,NOUN
mitsubishi-corp,力強く,力強い,ADJ
mitsubishi-corp,前進,前進,VERB
mitsubishi-corp,楽しみ,楽しみ,NOUN
mitsubishi-corp,駆け抜け,駆け抜ける,VERB
marubeni,丸紅,丸紅,NOUN
marubeni,あけ,あける,VERB
marubeni,おめでとう,おめでとう,ADJ
marubeni,世界中,世界中,NOUN
marubeni,丸紅,丸紅,NOUN
marubeni,家族,家族,NOUN
marubeni,とっ,とる,VERB
marubeni,希望,希望,NOUN
marubeni,笑顔,笑顔,NOUN
marubeni,満ち溢れる,満ち溢れる,VERB
marubeni,願い,願う,VERB
marubeni,"

","

",NOUN
marubeni,年末年始,年末年始,NOUN
marubeni,各国,各国,NOUN
marubeni,地域,地域,NOUN
marubeni,現場,現場,NOUN
marubeni,業務,業務,NOUN
marubeni,継続,継続,VERB
marubeni,丸紅,丸紅,NOUN
marubeni,支え,支える,VERB
marubeni,多く,多く,NOUN
marubeni,献身的,献身的,NOUN
marubeni,尽力,尽力,NOUN
marubeni,対し,対する,VERB
marubeni,感謝,感謝,NOUN
marubeni,"

","

",PROPN
marubeni,干支,干支,NOUN
marubeni,古来,古来,NOUN
marubeni,駆け抜ける,駆け抜ける,VERB
marubeni,推進力,推進力,NOUN
marubeni,群れ,群れ,NOUN
marubeni,進む,進む,VERB
marubeni,一体,一体,NOUN
marubeni,象徴,象徴,VERB
marubeni,強靭,強靭,ADJ
marubeni,大地,大地,NOUN
marubeni,踏みしめ,踏みしめる,VERB
marubeni,切っ,切る,VERB
marubeni,前進,前進,VERB
marubeni,群れ,群れ,NOUN
marubeni,圧倒的,圧倒的,ADJ
marubeni,生み出す,生み出す,VERB
marubeni,存在,存在,NOUN
marubeni,変化,変化,NOUN
marubeni,受け止め,受け止める,VERB
marubeni,エネルギー,エネルギー,NOUN
marubeni,なる,なり,VERB
marubeni,高み,高み,NOUN
marubeni,前進,前進,VERB
marubeni,追い風,追い風,NOUN
marubeni,変え,変える,VERB
marubeni,丸紅,丸紅,NOUN
marubeni,ステージ,ステージ,NOUN
marubeni,駆け上がる,駆け上がる,VERB
marubeni,主役,主役,NOUN
marubeni,まぎれ,まぎれ,NOUN
marubeni,一人ひとり,一人ひとり,NOUN
marubeni,"

","

",PROPN
marubeni,振り返れ,振り返る,VERB
marubeni,変化,変化,NOUN
marubeni,強く,強い,ADJ
marubeni,生成AI,生成AI,PROPN
marubeni,代表,代表,VERB
marubeni,新しい,新しい,ADJ
marubeni,テクノロジー,テクノロジー,NOUN
marubeni,活用,活用,NOUN
marubeni,飛躍的,飛躍的,ADJ
marubeni,拡がる,拡がる,VERB
marubeni,一方,一方,NOUN
marubeni,米国,米国,PROPN
marubeni,関税,関税,NOUN
marubeni,地政学,地政学,NOUN
marubeni,要因,要因,NOUN
marubeni,よる,よる,VERB
marubeni,サプライチェーン,サプライチェーン,NOUN
marubeni,構築,構築,NOUN
marubeni,世界,世界,NOUN
marubeni,経済,経済,NOUN
marubeni,局地,局地,NOUN
marubeni,進み,進む,VERB
marubeni,各国,各国,NOUN
marubeni,政府,政府,NOUN
marubeni,よる,よる,VERB
marubeni,内需,内需,NOUN
marubeni,施策,施策,NOUN
marubeni,展開,展開,NOUN
marubeni,重要,重要,ADJ
marubeni,鉱物,鉱物,NOUN
marubeni,需給,需給,NOUN
marubeni,ギャップ,ギャップ,NOUN
marubeni,気候,気候,NOUN
marubeni,変動,変動,NOUN
marubeni,脱炭素,脱炭素,NOUN
marubeni,対策,対策,NOUN
marubeni,遅延,遅延,NOUN
marubeni,外部,外部,NOUN
marubeni,環境,環境,NOUN
marubeni,大きく,大きい,ADJ
marubeni,激しく,激しい,ADJ
marubeni,変化,変化,VERB
marubeni,不安定,不安定,ADJ
marubeni,情勢,情勢,NOUN
marubeni,激しい,激しい,ADJ
